消費品項,class
星—醬燒炙烤親子丼,食/穀類
星—鐵板滑蛋炸豬排丼,食/穀類
星一鹽水意麵,食/穀類
洪瑞珍三明治,食/穀類
炭火燒肉飯糰,食/穀類
炸湯圓,食/穀類
紅白湯圓,食/穀類
紅豆麵包,食/穀類
紅油-珍珠抄手,食/穀類
紅蕃茄海鮮燉飯 ,食/穀類
紅燒牛肉麵,食/穀類
美式原味熱狗大亨堡,食/穀類
韭菜鍋貼,食/穀類
風味三明治-香燻雞肉,食/穀類
香米白飯,食/穀類
香拌海鮮醬肉絲蛋炒飯,食/穀類
香甜玉米蛋餅,食/穀類
香酥雞腿便當,食/穀類
香腸雞肉飯便當,食/穀類
香蒜金磚,食/穀類
香蔥油條,食/穀類
香辣醬雞肉烤飯糰,食/穀類
香濃香蕉巧克力冰淇淋鬆餅,食/穀類
香雞丹麥,食/穀類
香鬆起司蛋三明治,食/穀類
便當100元,食/穀類
個人比薩豪爽餐,食/穀類
原味牛角,食/穀類
唐山排骨便當加蛋,食/穀類
夏威夷鳳梨雞肉『麵』,食/穀類
桂冠奶油培根義大利麵,食/穀類
桂冠照燒豬肉炒烏龍,食/穀類
桂格１００％喝的燕麥,食/穀類
桂格堅果燕麥飲,食/穀類
桂格燕麥堅果飲,食/穀類
桂格顆粒燕麥飲,食/穀類
氣冷雞-嘉義雞肉三角飯糰,食/穀類
泰式椰汁綠咖哩雞肉飯,食/穀類
海陸雙拼壽司組,食/穀類
海鮮焗烤貝殼麵,食/穀類
烤蕃薯,食/穀類
烤雞生吐司三明治,食/穀類
烤雞燻腸白醬焗飯,食/穀類
特上鵝肉飯,食/穀類
秘香大雞腿便當,食/穀類
起司三重奏三明治,食/穀類
起司牛肉可頌,食/穀類
起司里肌可頌,食/穀類
起司馬鈴薯,食/穀類
起司熱狗大亨堡,食/穀類
起司豬肉蛋吐司,食/穀類
搖搖薯,食/穀類
經典大薯,食/穀類
經典中薯,食/穀類
馬鈴薯,食/穀類
紐奧良海鮮飯,食/穀類
乾炒牛肉河粉,食/穀類
排骨雞風味乾麵,食/穀類
排骨麵/無骨,食/穀類
晨光GOLD高纖生土司,食/穀類
晨光葡萄土司,食/穀類
現烤牛奶棒,食/穀類
細-榨菜肉絲麵,食/穀類
菇菇嫩蛋貝果堡,食/穀類
豚骨叉燒拉麵,食/穀類
野菇蔬菜燉飯 ,食/穀類
雪藏生巧銅鑼燒,食/穀類
麥香三明治田園火腿,食/穀類
麥當勞薯條,食/穀類
麻油雞燉飯,食/穀類
麻香口水雞便當,食/穀類
壹號醬壽喜燒牛丼,食/穀類
富貴雙拼燒臘飯,食/穀類
富錦樹-剝皮辣蝦滑蛋燴飯,食/穀類
御料小館奶油培根義大利麵,食/穀類
御料小館番茄肉醬義大利麵,食/穀類
御選-鮮蝦豚骨拉麵,食/穀類
御選川辣麻醬雞絲涼麵,食/穀類
御選肉鬆飯糰,食/穀類
御選麻醬雞絲涼麵,食/穀類
晶華-香烤魚排佐起司青醬燉飯,食/穀類
椒麻香蔥雞涼拌麵,食/穀類
椰子麵包,食/穀類
極旨黑咖哩牛飯,食/穀類
極饗-麻油豬肉飯,食/穀類
極饗-滑蛋牛肉燴飯,食/穀類
極饗-奮起湖軟燒肉便當,食/穀類
祼麥核果麵包,食/穀類
統一肉骨茶碗,食/穀類
統一肉燥風味,食/穀類
統一肉燥麵碗,食/穀類
統一來一客杯麵-韓式泡菜風味,食/穀類
統一麵包紅豆麵包,食/穀類
統一麵包菠蘿奶酥,食/穀類
統一麵包菱格香菠蘿,食/穀類
萬丹紅豆銅鑼燒,食/穀類
萬歲牌米果綜合,食/穀類
超級大麥海洋珍珠堡,食/穀類
超級大麥燒肉珍珠堡,食/穀類
黃金三明治,食/穀類
黃金脆薯,食/穀類
黃燜雞米飯,食/穀類
黑松露半熟蛋披薩,食/穀類
黑松露嫩蛋三明治,食/穀類
黑胡椒豬里肌丹麥,食/穀類
黑糖牛角,食/穀類
愛餡大亨-爆漿菠蘿,食/穀類
愛麵族鍋燒麵,食/穀類
新極上飯糰-冠軍烏魚子,食/穀類
楓糖奶霜鬆餅,食/穀類
溏心蛋紐奧良風味烤雞三明治,食/穀類
溫玉鰻魚丼,食/穀類
經典滷肉飯,食/穀類
義美純淨糙米,食/穀類
聖-海苔肉鬆麵包,食/穀類
聖-蜜糖扁可頌,食/穀類
蒜味中卷墨魚燉飯,食/穀類
蒜味牛肉麵,食/穀類
蒜泥白肉便當,食/穀類
蒲燒玉子鰻飯,食/穀類
蒸煮麵,食/穀類
廣達香-肉鬆飯糰,食/穀類
榨菜肉絲拉麵,食/穀類
熔岩奶皇西多士-糖漿,食/穀類
瑪格麗特披薩,食/穀類
瘋狂起司三明治,食/穀類
綜合捲壽司,食/穀類
蔥油雞汁拌飯飯糰,食/穀類
蔥鹽燒肉飯糰,食/穀類
銅鑼燒麻糬,食/穀類
歐姆蛋牛肉咖哩飯,食/穀類
歐姆蛋包飯,食/穀類
熱壓土司里肌肉蛋,食/穀類
熱壓土司紐奧良風味烤雞,食/穀類
蔬食鮪魚飯糰,食/穀類
蕃茄鮪魚冷義大利麵,食/穀類
銷魂雞肉飯,食/穀類
燒鮭親子丼,食/穀類
營養麵條,食/穀類
優質池上飯,食/穀類
總裁牛肉麵套餐,食/穀類
霜降松阪豬-通心麵,食/穀類
韓式辛牛義大利麵,食/穀類
韓式炸雞義大利麵,食/穀類
韓式燒肉泡菜飯糰,食/穀類
韓國麵包,食/穀類
鮪魚沙拉吐司,食/穀類
鮪魚洋芋溏心蛋三明治,食/穀類
鮪魚起司溏心蛋三明治,食/穀類
藍莓乳酪三明治,食/穀類
藍莓果粒貝果,食/穀類
藍莓寒天貝果,食/穀類
燻鮭雙享丼,食/穀類
燻雞總匯鮮蔬三明治,食/穀類
醬烤飯糰,食/穀類
醬燒烤雞三明治,食/穀類
雙倍起司火腿蛋三明治,食/穀類
雙起司火腿蔥抓餅,食/穀類
雙蔬鮪魚飯糰,食/穀類
雙響泡沙茶鍋燒,食/穀類
雙響泡擔仔湯麵,食/穀類
雜糧石鍋飯,食/穀類
雞汁油蔥手工麵線,食/穀類
雞肉蛋蓋飯,食/穀類
雞蛋沙拉三明治,食/穀類
雞絲蒜味涼麵,食/穀類
雞魯飯,食/穀類
鵝肉湯麵,食/穀類
爆漿香蒜餐包,食/穀類
關東煮科學麵,食/穀類
關廟麵,食/穀類
鐵板麵,食/穀類
讚岐烏龍麵,食/穀類
【GRANOLA GAGA 穀卡卡】堅果燕麥脆片,食/穀類
【NISSIN 日清】咚兵衛油豆腐烏龍麵 ,食/穀類
【QUAKER 桂格】免浸泡10超纖穀豆飯,食/穀類
【Weet-Bix】澳洲全穀麥片麥香高纖,食/穀類
【中農粉絲】寶鼎 頂級百分之百純綠豆粉絲,食/穀類
【同正】紅豆,食/穀類
【豆之家】翠果子-MIDO航空米果,食/穀類
【泰山】100%無添加紅豆湯,食/穀類
【泰山】100%無添加綠豆湯,食/穀類
【泰山】紫米紅豆湯,食/穀類
【義美生機】台灣紅豆茶,食/穀類
【翠果子】豆之家日本櫻花開運米果量販箱,食/穀類
【纖Q】紅豆水,食/穀類
青菜套餐,食/蔬菜類
有機金針菇,食/蔬菜類
有機雙響菇,食/蔬菜類
活力胡蘿蔔產銷履歷,食/蔬菜類
大白菜,食/蔬菜類
大陸A菜產銷履歷,食/蔬菜類
大黃瓜,食/蔬菜類
小白菜產銷履歷,食/蔬菜類
小香菇,食/蔬菜類
五彩鮮蔬盤,食/蔬菜類
手工高麗菜捲,食/蔬菜類
日本櫛瓜,食/蔬菜類
冬雪菇,食/蔬菜類
地瓜葉,食/蔬菜類
有機三星蔥,食/蔬菜類
有機甘藍,食/蔬菜類
有機好友菇,食/蔬菜類
有機紅蘿蔔,食/蔬菜類
有機黃豆芽,食/蔬菜類
有機黃秋葵,食/蔬菜類
有機黑木耳,食/蔬菜類
有機黑葉白菜,食/蔬菜類
有機綠豆芽,食/蔬菜類
有機鴻禧菇,食/蔬菜類
杏鮑菇,食/蔬菜類
秀珍菇,食/蔬菜類
青江菜,食/蔬菜類
青椒串,食/蔬菜類
娃娃菜,食/蔬菜類
珊瑚菇,食/蔬菜類
紅鬚帶殼玉米筍,食/蔬菜類
紅蘿蔔產銷履歷,食/蔬菜類
柳松菇,食/蔬菜類
夏雪菇,食/蔬菜類
海苔,食/蔬菜類
特選高山有機高麗菜,食/蔬菜類
涼拌秋葵,食/蔬菜類
進口大白菜,食/蔬菜類
進口洋蔥,食/蔬菜類
進口洋蔥粒,食/蔬菜類
進口蘿蔔,食/蔬菜類
猴頭菇,食/蔬菜類
絲瓜,食/蔬菜類
絲瓜產銷履歷,食/蔬菜類
越南娃娃菜,食/蔬菜類
溫室小黃瓜產銷履歷,食/蔬菜類
翠玉娃娃菜,食/蔬菜類
綠色櫛瓜,食/蔬菜類
精選青椒,食/蔬菜類
履歷空心菜,食/蔬菜類
履歷綠竹筍,食/蔬菜類
燙青菜,食/蔬菜類
鮑魚菇,食/蔬菜類
櫛瓜產銷履歷,食/蔬菜類
鮮採杏鮑菇,食/蔬菜類
鮮採黑木耳,食/蔬菜類
嚴選筊白筍,食/蔬菜類
