@relation ProcessedData

@attribute text string
@attribute class {衣/上身類,衣/下身類,衣/內著類,衣/其它,衣/長衣類,行/台鐵,行/自行車,行/汽車,行/其它,行/飛機,行/高鐵,行/機車,住/水,住/瓦斯,住/其它,住/電,其它,食/水果類,食/水產類,食/肉類/牛,食/肉類/羊,食/肉類/豬,食/肉類/雞,食/豆類,食/乳品類,食/其它,食/穀類,食/油脂類,食/蛋類,食/蔬菜類}

@data
'【 SISTERS 】 雙色 拼接 內 磨毛 假 兩 件 短裙 內搭褲',衣/內著類
'【 Sun Flower 三 花 】 1/2 男女 適用 休閒襪',衣/內著類
'【 Sun Flower 三 花 】 五片式 針織 平口褲',衣/內著類
'【 Sun Flower 三 花 】 加大襪 _ 隱形襪 / 隱形 運動襪',衣/內著類
'【 Sun Flower 三 花 】 超透氣 隱形 運動襪',衣/內著類
'【 Sun Flower 三 花 】 彈性 貼身 運動 內褲 . 平口褲',衣/內著類
'【 Sun Flower 三 花 】 加大襪 1/2 休閒襪',衣/內著類
'【 Sun Flower 三花 】 無痕肌 1/2 男女 休閒襪',衣/內著類
'【 Swear 思薇爾 】 莫內 薔薇 系列 BG 罩 蕾絲 刺繡 集中 包覆 女 內衣',衣/內著類
'【 Swear 思薇爾 】 鈴蘭 戀曲 系列 BF 罩 蕾絲 集中 包覆 提托 中大 尺碼 內衣褲 組',衣/內著類
'【 Swear 思薇爾 】 撩波 幻彩 AF 全 尺碼 包覆 / 性感 低V / 軟鋼圈 透氣 蕾絲 女 內衣',衣/內著類
'【 Swear 思薇爾 】 繁花 盛豔 系列 B F 罩 蕾絲 包覆 女 內衣',衣/內著類
'【 Triumph 黛安芬 】 水 感動 / 無痕 / 大 尺碼 塑身衣 / 發熱衣 BE 罩杯 內衣',衣/內著類
'【 Wacoal 華歌爾 】 新 伴蒂 心情 內褲',衣/內著類
'【 YOIIE 良 の 居家 】 冰絲 吸濕 透氣 下擺 加寬 包覆 運動型 保護 內衣',衣/內著類
'【 玉如 阿姨 】 集中 爆乳 美胸 內衣',衣/內著類
'【 尚芭蒂 】 A~D 罩Q 彈手 捧 杯 紓壓 深V 集中 蕾絲 成 套 內衣',衣/內著類
'【 尚芭蒂 】 B~D 罩Q 彈手 捧 杯 集中 托高 蕾絲 成 套 內衣',衣/內著類
'【 曼黛瑪璉 】 V 極線 集中 內衣 BE 罩杯',衣/內著類
'【 曼黛瑪璉 】 包覆 提托 經典 內衣 BE 罩杯',衣/內著類
'【 曼黛瑪璉 】 包覆 提托 經典 內衣 BE 罩杯',衣/內著類
'【 曼黛瑪璉 】 包覆 提托 經典 內衣 BE 罩杯',衣/內著類
'【 棉花 共和國 】 DAILY 3DD 活力 三角褲',衣/內著類
'【 蒂巴蕾 】 石墨烯 + 氧化鋅 消臭襪 足弓 加壓 機能 襪',衣/內著類
'【 蒂巴蕾 】 石墨烯 + 鋅 抑菌 消臭襪 透氣 薄 款',衣/內著類
'【 蒂巴蕾 】 涼感 無痕 抗 菌 內褲',衣/內著類
'【 蒂巴蕾 】 涼感 無痕 無鋼圈 內衣',衣/內著類
'【 瑪登瑪朵 】 身 呼吸 包覆 內衣 BE 罩杯',衣/內著類
'【 瑪登瑪朵 】 獨家 透氣 無限 包覆 內衣 BE 罩杯',衣/內著類
'【 寶貝 家 】 女生 棉質 內褲 石墨烯 抗 菌',衣/內著類
'BUFFALO 平口褲',衣/內著類
'PUMA 男 短襪',衣/內著類
'QUEENSHOP S 女裝 撞色 綁帶 設計 細肩 背心',衣/內著類
'W AIRism 棉質 BRATOP 平口 背心',衣/內著類
'女士 安全褲',衣/內著類
'女士 無痕 內衣',衣/內著類
'內衣 加厚 襯墊',衣/內著類
'內 搭 發熱 背心',衣/內著類
'日拋 中筒 免洗襪',衣/內著類
'白色 U領 內衣',衣/內著類
'冰絲無痕 內衣 套裝',衣/內著類
'吸濕 排汗 內衣',衣/內著類
'防 走光 矽膠 胸貼',衣/內著類
'男士 內衣 背心',衣/內著類
'男士 平角 內褲',衣/內著類
'兒童 內衣 套裝',衣/內著類
'兩穿式 軟鋼圈 成 套 內衣',衣/內著類
'保暖 內衣 套裝',衣/內著類
'保暖 內衣褲',衣/內著類
'保暖 褲襪',衣/內著類
'挺胸 美 BRATOP 細 肩帶 背心',衣/內著類
'柔軟 羅紋 坦克 背心',衣/內著類
'活力 免洗 船型襪',衣/內著類
'秋冬 毛襪',衣/內著類
'科克蘭 平口褲',衣/內著類
'風神 紳仕 免洗 平口褲',衣/內著類
'時尚 壓力褲襪 彈性 塑腿襪',衣/內著類
'透氣 運動 內衣',衣/內著類
'清秀 佳人 三角 免洗褲',衣/內著類
'棉質 內衣',衣/內著類
'無 袖 內搭衫',衣/內著類
'無鋼圈 內衣',衣/內著類
'琨蒂絲 美腿 魅惑 小 網 彈性 褲襪',衣/內著類
'發熱 內衣',衣/內著類
'運動型 內衣',衣/內著類
'精品 免洗 休閒襪',衣/內著類
'蕾絲 吊帶 內衣',衣/內著類
'親膚 無痕 內衣',衣/內著類
'【 adidas 愛迪達 】 ADIZERO ADIOS PRO 4 跑鞋',衣/其它
'【 adidas 愛迪達 】 ADIZERO BOSTON 12 跑鞋',衣/其它
'【 adidas 愛迪達 】 BARREDA 休閒鞋 運動 休閒鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 DAILY 休閒鞋 運動 休閒鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 DPAD 休閒鞋 運動 休閒鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 DURAMO 跑鞋 慢跑鞋 運動鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 GAZELLE INDOOR 運動 休閒鞋',衣/其它
'【 adidas 愛迪達 】 GRAND COURT & BREAKNET 休閒鞋 運動 休閒鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 NY 90 休閒鞋 運動 休閒鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 RACER TR23 跑鞋 慢跑鞋 運動鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 SAMBA OG 休閒鞋 運動 休閒鞋 德訓鞋 滑板 復古 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 SAMBA OG 休閒鞋 運動 休閒鞋 德訓鞋 滑板 復古 童鞋',衣/其它
'【 adidas 愛迪達 】 Samba OG 男女 運動 休閒鞋 德訓鞋 復古 三葉草 膠底 穿搭 白 深藍',衣/其它
'【 adidas 愛迪達 】 SAMBA OG 運動 休閒鞋',衣/其它
'【 adidas 愛迪達 】 SAMBA OG 運動 休閒鞋 德訓鞋 滑板 復古 女鞋',衣/其它
'【 adidas 愛迪達 】 SAMBA OG 經典鞋',衣/其它
'【 adidas 愛迪達 】 STADT 休閒鞋 運動 休閒鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 STAN SMITH 休閒鞋 運動 休閒鞋 小白鞋 男 / 女 Originals',衣/其它
'【 adidas 愛迪達 】 TAEKWONDO MEI 運動 休閒鞋 跆拳道鞋 女鞋',衣/其它
'【 adidas 愛迪達 】 TTOE 系列 運動 休閒鞋',衣/其它
'【 adidas 愛迪達 】 VL COURT BOLD 休閒鞋 運動 休閒鞋 女鞋',衣/其它
'【 adidas 愛迪達 】 VL COURT 休閒鞋 運動 休閒鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 X_PLR PATH & RUN FALCON 跑鞋 慢跑鞋 運動鞋 男鞋 / 女鞋',衣/其它
'【 adidas 愛迪達 】 休閒鞋 運動鞋 經典 復古 SAMBA OG W 男女',衣/其它
'【 adidas 愛迪達 】 運動鞋 慢跑鞋 休閒鞋 男鞋 女鞋',衣/其它
'【 adidas 愛迪達 】 慢跑鞋 運動鞋',衣/其它
'【 adidas 愛迪達 】 慢跑鞋 運動鞋 緩震 GALAXY 6 W 男女',衣/其它
'【 AS 集團 】 復古 新 經典 LOGO 全 真皮 樂福 厚底鞋',衣/其它
'【 CONVERSE 】 RUN STAR TRAINER OX 低筒 流星 復古 運動鞋 休閒鞋 男鞋 女鞋',衣/其它
'【 CONVERSE 品牌 旗艦店 】 CTAS MOVE 女鞋 低筒 高筒 厚底 帆布鞋 休閒鞋',衣/其它
'【 DIADORA 】 女鞋 男鞋 運動鞋 跑步鞋 輕量 慢跑鞋 健走鞋',衣/其它
'【 ecco 】 丹麥 真皮 簡約 男女 休閒鞋 / 運動鞋',衣/其它
'【 ecco 】 北歐 精選 舒適 真皮 男女 休閒鞋 / 運動鞋',衣/其它
'【 EPT 】 Ept Court 復古鞋 黑白 焦糖 底',衣/其它
'【 EPT 】 Ept Santos 復古鞋 麂皮 灰焦糖 底',衣/其它
'【 FILA 】 男 / 女 慢跑鞋 運動鞋 復古 運動鞋',衣/其它
'【 FILA 】 男 / 女 慢跑鞋 運動鞋 復古鞋 小白鞋',衣/其它
'【 J&H collection 】 經典 推薦 外出 老爹鞋 休閒鞋 運動鞋款 組合',衣/其它
'【 Keds 】 運動 時尚 金 眼釦 皮革 厚 底 休閒鞋 香檳色',衣/其它
'【 Keds 】 KICKBACK 舒適 免 綁帶 皮革 休閒 小白鞋',衣/其它
'【 Keds 】 品牌 特選 時尚 皮革 休閒鞋 系列',衣/其它
'【 Keds 】 品牌 特選 經典 休閒鞋 系列',衣/其它
'【 KSWISS 】 時尚 運動鞋 小白鞋 Court Shield 男女',衣/其它
'【 LA NEW 】 GORETEX INVISIBLE FIT 隱形 防水 運動鞋 / 真皮 質感 男 休閒鞋',衣/其它
'【 LA NEW 】 輕便 神鞋 / 休閒 / 運動 / 慢跑鞋 / MIT 真皮 雙 帶 拖鞋',衣/其它
'【 LE COQ SPORTIF 公雞 】 CANNES 抗 菌 防臭 鞋墊 運動鞋 休閒鞋 男鞋 / 女鞋',衣/其它
'【 LE COQ SPORTIF 公雞 】 GIEN 運動 慢跑鞋 休閒鞋 男鞋 女鞋',衣/其它
'【 MIZUNO 美津濃 】 SKY BLASTER 4 羽球鞋',衣/其它
'【 MIZUNO 美津濃 】 WAVE SKY 8 男女款 慢跑鞋',衣/其它
'【 MLB 】 MONOGRAM 老爹 鞋 學長鞋 Chunky Liner 系列 紐約 洋基隊',衣/其它
'【 MLB 】 老爹鞋 Curve Runner 系列 道奇 / 洋基隊',衣/其它
'【 MLB 】 老爹鞋 學長鞋 Chunky Liner 系列 洋基 / 紅襪隊',衣/其它
'【 MLB 】 老爹鞋 學長鞋 Chunky Liner 休閒鞋 小白鞋',衣/其它
'【 MLB 】 厚底 老爹 鞋 增高鞋 Big Ball Chunky 系列 道奇 / 洋基隊',衣/其它
'【 NCAA 】 拖鞋 洞洞鞋 男鞋 女鞋 雲朵鞋 水鞋',衣/其它
'【 NEW BALANCE 】 237 女鞋 白 亞麻色 麂皮 拼接 緩衝 情侶鞋 休閒鞋',衣/其它
'【 NEW BALANCE 】 NB 327 運動鞋 復古鞋 休閒鞋 男鞋 女鞋',衣/其它
'【 NEW BALANCE 】 NB 327/530 復古鞋 / 運動鞋 _ 女鞋 / 男鞋',衣/其它
'【 NEW BALANCE 】 NB 373 系列 復古鞋 / 運動鞋 _ 男鞋 / 女鞋',衣/其它
'【 NEW BALANCE 】 NB 530 運動鞋 復古鞋 情侶款 IU 同 款 男鞋 女鞋',衣/其它
'【 NEW BALANCE 】 NB 574 系列 復古鞋 / 運動鞋 _ 男鞋 / 女鞋',衣/其它
'【 NEW BALANCE 】 NB 574 復古鞋',衣/其它
'【 NEW BALANCE 】 NB 童鞋 996 574 327 300 運動鞋 小 童鞋',衣/其它
'【 NEW BALANCE 】 NB 童鞋 運動鞋 休閒鞋 慢跑鞋',衣/其它
'【 NEW BALANCE 】 NB 童鞋 _ 男童 / 女童 _574 系列',衣/其它
'【 NEW BALANCE 】 NB 運動鞋 / 復古鞋 _ 女鞋',衣/其它
'【 NEW BALANCE 】 NB 運動鞋 / 復古鞋 _ 男鞋 / 女鞋',衣/其它
'【 NEW BALANCE 】 NB 復古 休閒鞋 _ 男鞋 / 女鞋',衣/其它
'【 NIKE 耐吉 】 休閒鞋 運動鞋 NIKE DUNK LOW 女鞋',衣/其它
'【 NIKE 耐吉 】 AIR FORCE 1 07 運動鞋 休閒鞋 男鞋 女鞋 白 FORCE',衣/其它
'【 NIKE 耐吉 】 Nike Air Force 1 LE GS 全 白 小白鞋 AF1 女鞋 大童 休閒鞋',衣/其它
'【 NIKE 耐吉 】 TC 7900 仙女鞋 運動 女鞋 休閒鞋 增高 老爹 鞋 奶油白',衣/其它
'【 NIKE 耐吉 】 W Nike Air Force 1 Low 液態 溶解 黑 勾',衣/其它
'【 NIKE 耐吉 】 Wmns Air Force 1 Mini Gold 休閒鞋 女 米白 小金勾 炫雅款',衣/其它
'【 NIKE 耐吉 】 休閒鞋 運動鞋 NIKE P6000 男女',衣/其它
'【 NIKE 耐吉 】 休閒鞋 潮流 百搭 男女 中性 P 6000',衣/其它
'【 NIKE 耐吉 】 童鞋 運動鞋 休閒鞋 慢跑鞋 男 女 大童 中童 小童 黑白 粉藍 魔鬼氈',衣/其它
'【 NIKE 耐吉 】 童鞋 運動鞋 休閒鞋 學步鞋 毛毛蟲鞋 男鞋 女鞋 嬰 幼童 小童',衣/其它
'【 NIKE 耐吉 】 運動鞋 女鞋 男鞋 休閒鞋 增高 老爹鞋',衣/其它
'【 NIKE 耐吉 】 運動鞋 休閒鞋 AIR FORCE 1 07 男鞋 女鞋 黑白 藍綠 熊貓 膠底 AF1',衣/其它
'【 NIKE 耐吉 】 運動鞋 休閒鞋 COURT VISION LEGACY 女鞋 男鞋 小白鞋',衣/其它
'【 NIKE 耐吉 】 運動鞋 休閒鞋 GAMMA FORCE 女鞋 平替版 AF1 厚底 增高',衣/其它
'【 NIKE 耐吉 】 運動鞋 休閒鞋 女鞋 男鞋 WMNS AIR FORCE 1 07 全 黑 AF1',衣/其它
'【 NIKE 耐吉 】 運動鞋 休閒鞋 板鞋 COURT VISION 男鞋 女鞋',衣/其它
'【 NIKE 耐吉 】 運動鞋 休閒鞋 慢跑鞋 COURT BOROUGH LOW RECRAFT 女鞋 大 童鞋',衣/其它
'【 NIKE 耐吉 】 運動鞋 休閒鞋 慢跑鞋 NIKE P 6000 DUNK 男鞋 女',衣/其它
'【 NIKE 耐吉 】 運動鞋 休閒鞋 慢跑鞋 NIKE ZOOM VOMERO 5 男鞋 女鞋 白 灰 黑 復古',衣/其它
'【 NIKE 耐吉 】 運動鞋 慢跑鞋 休閒鞋 V5 W NIKE ZOOM VOMERO 5 女鞋 男鞋',衣/其它
'【 NIKE 耐吉 】 運動鞋 慢跑鞋 休閒鞋 女鞋 男鞋 NIKE V2K RUN Y2 K',衣/其它
'【 NIKE 耐吉 】 黑魂 黑武士 休閒鞋 運動鞋 NIKE ZOOM VOMERO 5 男女',衣/其它
'【 NIKE 耐吉 】 慢跑鞋 女鞋 運動鞋 緩震 W REVOLUTION 7',衣/其它
'【 NIKE 耐吉 】 慢跑鞋 男鞋 運動鞋 緩震 REVOLUTION 7',衣/其它
'【 NIKE 耐吉 】 慢跑鞋 運動鞋 _ 男女 JOURNEY RUN INTERACT',衣/其它
'【 NIKE 耐吉 】 輕量 慢跑鞋 男女款 運動鞋',衣/其它
'【 NIKE 耐吉 】 籃球鞋 Nike Sabrina 2 EP 女鞋 男鞋 緩震 實戰 低筒',衣/其它
'【 On 昂跑 】 休閒鞋 Cloud 6',衣/其它
'【 On 昂跑 】 路跑鞋 Cloud monster',衣/其它
'【 Palladium 】 PAMPA HI ZIP ORGANIC 拉鍊 有機 棉靴 / 休閒鞋 男鞋 / 女鞋',衣/其它
'【 PROJEXT 】 防 潑水 皮革 德訓鞋 復古 休閒鞋 抗 臭 鞋 小白鞋 男女鞋',衣/其它
'【 PUMA 彪馬 】 全 地形 越野 跑鞋 登山鞋',衣/其它
'【 PUMA 】 德訓鞋 男鞋 女鞋 運動 復古 膠底 休閒鞋 ROSE 著用款',衣/其它
'【 salomon 】 X ULTRA 360 EDGE Goretex 低筒 登山鞋',衣/其它
'【 salomon 】 XA PRO 3D V9 Goretex 健野鞋',衣/其它
'【 SCANDINAVIAN FOREST 北歐 小 刺蝟 】 CUTIE 515 CUTIE 516 608 老爹鞋',衣/其它
'【 SKECHERS 】 男女款 避震 緩衝 輕量 休閒鞋 運動鞋',衣/其它
'【 SKECHERS 】 男女款 避震 緩衝 輕量 運動鞋',衣/其它
'【 SKECHERS 】 男女款 避震 緩衝 輕量 慢跑鞋 休閒 運動鞋',衣/其它
'【 T2R 】 正韓 隱形 增高 真皮 網布 休閒鞋',衣/其它
'【 TAS 極限 運動 】 中筒 韓版 雪地靴',衣/其它
'【 Timberland 】 特 談 男鞋 女鞋 低筒鞋 / 高筒鞋 / 休閒鞋',衣/其它
'【 UGG 】 女鞋 / 雪靴 / 涼鞋 / 運動鞋',衣/其它
'【 UNDER ARMOUR 】 UA 男女款 慢跑鞋 運動鞋',衣/其它
'【 UNDER ARMOUR 】 UA Charged 系列 慢跑鞋 運動鞋 男鞋 女鞋',衣/其它
'【 UNDER ARMOUR 】 UA 慢跑鞋 運動鞋 Charged Phade 男鞋 女鞋',衣/其它
'【 Ustini 】 我 挺 你 健康鞋 蹦蹦 接地鞋 男女版',衣/其它
'【 Ustini 】 我 挺 你 健康 鞋 豹 豹 極地 男女版 排 靜電 X 太極 底 慢跑',衣/其它
'【 土豆 星球 】 牛頭牌 台灣鞋 / 土豆 系列 商品 : 土豆 二 代',衣/其它
'【 土豆 星球 】 牛頭牌 台灣鞋 / 土豆 系列 商品 : 土豆 廚師鞋',衣/其它
'CROCODILE 都會 迷彩 前開式 雨衣',衣/其它
'GORETEX 防水 透氣 外套 男款 風雨衣',衣/其它
'丁晴 橡膠 手套',衣/其它
'女包 側 背包 半月包',衣/其它
'日系 花邊 睡帽 棉質 柔軟 舒適',衣/其它
'冬季 加絨 觸屏 手套',衣/其它
'皮革 手套',衣/其它
'休閒 百搭 小白鞋 透氣 帆布鞋',衣/其它
'多功能 運動 腰包 戶外 跑步 用',衣/其它
'成人 PE 輕巧 雨衣',衣/其它
'成人 一 次 性 防護 雨衣 輕便 攜帶',衣/其它
'防水 鞋套',衣/其它
'防滑 鞋墊 透氣 吸濕 鞋墊',衣/其它
'防曬 手套',衣/其它
'花色 泳衣 女 神秘 印花 比基尼',衣/其它
'花色 刺繡 防曬 遮陽帽 寬邊帽',衣/其它
'花花 削肩 美 胸 比基尼',衣/其它
'兒童 卡通 圖案 雨靴 防水鞋',衣/其它
'居家 棉質 睡衣 套裝 長袖 長褲',衣/其它
'耐用 橡膠 手套 廚房 清潔 專用',衣/其它
'夏日 防曬 袖套',衣/其它
'時尚 百搭 皮帶 真皮 腰帶',衣/其它
'時尚 潮流 背包 多功能 雙肩包',衣/其它
'訓練用 運動 護腕 透氣 吸 汗',衣/其它
'針織 圍巾',衣/其它
'高筒 保暖 雪靴',衣/其它
'高彈性 運動 護膝 保護 裝備',衣/其它
'悠活 緩 壓 室 外 拖鞋',衣/其它
'軟底 室 內 拖鞋 防滑 居家鞋',衣/其它
'棉質 睡帽',衣/其它
'萬聖 變裝',衣/其它
'運動 休閒裝',衣/其它
'運動 護腕',衣/其它
'新式 運動鞋',衣/其它
'睡衣 套裝',衣/其它
'經典款 翻毛皮 樂福鞋',衣/其它
'腳底 隱形 鞋墊',衣/其它
'韓國 直 送 FLOZU 微 增高 牛皮 樂福鞋',衣/其它
'顯 瘦 增高 時尚 跟鞋 低跟包鞋 微方頭 平底 休閒鞋 禮鞋',衣/其它
'【 A3 】 英倫 毛呢 斗篷式 外套 大衣',衣/長衣類
'【 agnes b. 】 女裝 無 領 落 肩 毛絨 大衣',衣/長衣類
'【 AKARA 】 抗 溫差 超長版 羽絨棉 大衣 外套',衣/長衣類
'【 AKARA 】 歐式 不 規則 質感 秋冬 披風 斗篷 大衣 外套',衣/長衣類
'【 Alishia 】 氣質款 翻領 中長版 女 毛呢 大衣 外套',衣/長衣類
'【 ALLSAINTS 】 MABEL 俐落 舒適 長版 羊毛 大衣',衣/長衣類
'【 ALLSAINTS 】 SIDNEY 羊毛 混紡 單排扣 中長版 羊毛 大衣',衣/長衣類
'【 Arcteryx 始祖鳥 】 女 Beta 防水 大衣',衣/長衣類
'【 ASister 小 姊姊 】 秋冬 毛呢 外套 * 單排釦 琥珀釦 * 西裝 大衣 / 毛呢 外套',衣/長衣類
'【 AVVJOY 艾薇卓爾 】 連帽 中長款 大衣',衣/長衣類
'【 betty ’s 貝蒂思 】 毛呢 牛角釦 長版 大衣',衣/長衣類
'【 betty ’s 貝蒂思 】 雙盤釦 長版 大衣 外套',衣/長衣類
'【 Chudan 初丹 】 立體 剪裁 墨綠色 設計款 大衣',衣/長衣類
'【 D.studio 】 韓版 牛角扣 大衣',衣/長衣類
'【 Dear Baby 】 實 搭 保暖 雙面 羊毛 呢 大衣',衣/長衣類
'【 Diffa 】 喀什米爾 羊毛 觸感 翻 領 長 大衣 女',衣/長衣類
'【 Diffa 】 雙排釦 設計 翻領 羊毛 大衣 女',衣/長衣類
'【 Diffa 】 雙層 連帽 設計 羊毛 大衣 女',衣/長衣類
'【 EPISODE 】 氣質 百搭 皮釦 設計 小 立領 綁帶 羊毛 大衣 外套',衣/長衣類
'【 EPISODE 】 優雅 大翻領 插 肩 綁帶 羊毛 大衣 外套',衣/長衣類
'【 FIORE 花蕾 】 時尚 西裝型 休閒 羊毛 大衣',衣/長衣類
'【 FIORE 花蕾 】 時尚 經典 華麗 大衣',衣/長衣類
'【 FIORE 花蕾 】 時尚 義大利 羊毛 大衣',衣/長衣類
'【 FIORE 花蕾 】 時尚 雙色 羊毛 大衣',衣/長衣類
'【 FOX FRIEND 狐友 】 兩件式 長版 時尚 風衣',衣/長衣類
'【 gozo 】 QQ毛 拼接 菱格 配色 鋪 棉 大衣',衣/長衣類
'【 gozo 】 不 對稱 口袋 造型 長版 大衣 外套',衣/長衣類
'【 HANA DOGE 】 慵懶風 溫柔感 軟糯 寬鬆 百搭 開襟 毛衣 長款 大衣',衣/長衣類
'【 Hilltop 山頂鳥 】 女款 GORETEX 防水 透氣 保暖 科技 棉羽絨 長 大衣',衣/長衣類
'【 Hilltop 山頂鳥 】 女款 超 撥水 蓄熱 羽絨 連帽 長 大衣',衣/長衣類
'【 Hilltop 山頂鳥 】 女款 超 潑水 保暖 蓄熱 羽絨 長 大衣',衣/長衣類
'【 Hilltop 山頂鳥 】 羽絨 長 大衣 女款 深紫',衣/長衣類
'【 Hilltop 山頂鳥 】 超 潑水 石墨烯 蓄熱 羽絨 長版 大衣 外套 女款 灰藍',衣/長衣類
'【 Hilltop 山頂鳥 】 超 潑水 無縫 石墨烯 保暖 蓄熱 羽絨 長 大衣 外套 女款 粉紫',衣/長衣類
'【 Hilltop 山頂鳥 】 超 潑水 無縫 石墨烯 保暖 蓄熱 羽絨 長 大衣 外套 女款 黑',衣/長衣類
'【 HONOR 山形屋 】 氣質 翻領 冬季 大衣',衣/長衣類
'【 IENA 】 50\% 羊毛 中長版 連帽 大衣',衣/長衣類
'【 IENA 】 中長版 修身 大衣',衣/長衣類
'【 IENA 】 修身類 毛領 雙排釦 大衣',衣/長衣類
'【 IGD 英格麗 】 速達 網路 獨賣款 個性 格紋 大衣',衣/長衣類
'【 ILEY 伊蕾 】 格紋 毛呢 QQ 毛領 大衣 外套',衣/長衣類
'【 ILEY 伊蕾 】 輕奢 優雅 紫 毛呢 大 口袋 西裝 大衣',衣/長衣類
'【 Iris Girls 艾莉詩 】 冬日 手札 中長版 大衣 灰色',衣/長衣類
'【 Iris Girls 艾莉詩 】 率性 牛角釦 連帽 長 大衣',衣/長衣類
'【 IRIS 艾莉詩 】 高級感 毛料 混紡 大衣',衣/長衣類
'【 IRIS 艾莉詩 】 落袖 毛呢 大衣 外套 白色',衣/長衣類
'【 IRIS 艾莉詩 】 精品 珍珠 排釦 大衣',衣/長衣類
'【 iROO 】 加長版 西裝式 大衣',衣/長衣類
'【 iROO 】 格紋 翻領 大衣',衣/長衣類
'【 iROO 】 配色 連帽領 毛料 大衣',衣/長衣類
'【 iROO 】 蕾絲領片 毛呢 大衣',衣/長衣類
'【 JESSICA 】 氣質 簡約 牛角釦 設計 羊毛呢 大衣 外套',衣/長衣類
'【 JORDON 橋登 】 GORETEX 都會 時尚 潮人 防水 機能 長 大衣',衣/長衣類
'【 JORDON 橋登 】 輕量 保暖 羽絨 連帽 長 大衣',衣/長衣類
'【 KERAIA 克萊亞 】 冰糖 桔醬 針織 連帽 粉彩 羊毛 大衣',衣/長衣類
'【 KERAIA 克萊亞 】 星韻 深藍 經典 羊毛料 率性 長 大衣',衣/長衣類
'【 KERAIA 克萊亞 】 星耀 黑 西裝領 羊毛 長 大衣',衣/長衣類
'【 KERAIA 克萊亞 】 秋日 詩語 長版 雙排釦 羊毛 大衣',衣/長衣類
'【 KERAIA 克萊亞 】 迷人 的 午夜 荷葉領長 大衣',衣/長衣類
'【 KERAIA 克萊亞 】 浪漫 粉鑽 星光 斗篷 羊毛呢 大衣',衣/長衣類
'【 KERAIA 克萊亞 】 雪域 幻境 毛料 翻領 鋪 棉 大衣',衣/長衣類
'【 KERAIA 克萊亞 】 夢幻 柔粉 狐狸 貼 袋 羊毛 大衣 外套',衣/長衣類
'【 KERAIA 克萊亞 】 墨 月長風 長版 雙排釦 羊毛 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 100\% 羊毛 純 手工 長袖 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 丹寧 雙排釦 長版 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 羊絨 混紡 法式 中長 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 羊絨 混紡 修身 手工 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 星球 刺繡 羊毛 長 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 格紋 雙排釦 羊毛 長 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 高人氣 極 暖 質感 皮草 毛領 / 羊毛 長 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 異 材質 拼接 長 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 經典 羊毛 保暖 長 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 優雅 氣質 翻 領長 大衣',衣/長衣類
'【 Key Wear 奇威 名品 】 簡約 百搭 羊毛 長 大衣',衣/長衣類
